18-287A,6.799999952,5,930,136.7647068
18-288A,6,1,270,45
18-288A,6.00000006,3,1650,274.9999973
18-288A,6,5,480,80
18-289A,6,1,255,42.5
18-289A,5.999999955,3,1410,235.0000018
18-289A,6.000000119,5,495,82.49999836
18-291A,8.600000024,1,510,59.30232542
18-291A,9.400000036,3,1830,194.6808503
18-291A,6.000000015,5,525,87.49999978
18-292A,7,1,315,45
18-292A,11.70000003,3,2265,193.589743
18-292A,7.300000012,5,480,65.75342455
18-293A,5,1,300,60
18-293A,5,3,150,30
18-293A,10,5,240,24
18-293A,13,9,570,43.84615385
18-293A,10,11,180,18
18-293A,3,13,30,10
18-294A,27,1,870,32.22222222
18-294A,6,3,180,30
18-294A,32,5,290,9.0625
18-294A,26,7,780,30
18-295A,862,1,12915,14.98259861
18-295A,1459,3,9510,6.518163125
18-295A,1098,5,7315,6.662112933
18-295A,264,7,1665,6.306818182
18-296B,14,5,180,12.85714286
18-297A,3,1,65,21.66666667
18-297A,3,3,900,300
18-298A,6,1,160,26.66666667
18-298A,4.00000003,3,1080,269.999998
18-298A,4,5,240,60
18-299A,11,3,150,13.63636364
18-299A,31,5,480,15.48387097
18-299A,1,7,15,15
18-300A,16,1,1170,73.125
18-301A,17.00000018,1,945,55.58823471
18-313A,79,1,630,7.974683544
18-313A,75,3,480,6.4
18-313A,79,5,780,9.873417722
18-314A,115,1,930,8.086956522
18-314A,41,3,270,6.585365854
18-314A,73,5,670,9.178082192
18-317A,145,1,1155,7.965517241
18-317A,145,3,810,5.586206897
18-318A,70,1,870,12.42857143
18-318A,72,3,1425,19.79166667
18-318A,2,5,90,45
18-319A,70,1,660,9.428571429
18-319A,70,3,1530,21.85714286
18-324A,3,1,120,40
18-324A,3.00000006,3,660,219.9999956
18-329A,34,1,300,8.823529412
18-329A,31,3,330,10.64516129
18-330A,34,1,180,5.294117647
18-330A,33,3,360,10.90909091
18-331A,1,1,180,180
18-332A,1,1,180,180
18-356A,25,3,390,15.6
18-356A,16,5,270,16.875
18-356A,21,7,300,14.28571429
18-356A,25,9,500,20
23-019,28,1,410,14.64285714
23-019,99.29999971,3,5575,56.14300117
23-019,56.69999999,5,1280,22.57495591
23-019,7,7,105,15
23-020A,32,1,440,13.75
23-020A,48,3,2385,49.6875
23-020A,52,5,1285,24.71153846
23-032A,35,3,1215,34.71428571
23-032A,35,5,210,6
23-032A,0,7,0,\N
23-033,12,3,405,33.75
23-033,20,5,120,6
23-033,0,7,0,\N
23-036A,20,3,380,19
23-036A,20,5,525,26.25
23-037A,50,3,630,12.6
23-037A,50,5,1470,29.4
23-038A,4,1,89,22.25
23-038A,24,3,405,16.875
23-038A,3,5,60,20
23-039A,20,3,525,26.25
23-039A,16,5,240,15
23-040A,56,3,4495,80.26785714
23-041A,51.99999994,3,4205,80.86538471
23-042A,67.5,3,2175,32.22222222
23-042A,60,5,390,6.5
23-043A,67.5,3,2175,32.22222222
23-043A,60,5,390,6.5
23-044A,38.50000012,3,3180,82.59740234
23-045A,37.99999976,3,3090,81.31578998
23-048A,12,3,900,75
23-049A,12,3,960,80
23-050B,52,3,4215,81.05769231
23-051B,75,3,6085,81.13333333
23-052,23.99999988,3,2085,86.87500043
23-053,24.99999976,3,2100,84.0000008
23-056,5,3,210,42
23-056,5,5,60,12
23-057,5,3,210,42
23-057,5,5,60,12
23-059,52,1,225,4.326923077
23-059,49,3,1020,20.81632653
23-059,46.5,5,1710,36.77419355
23-059,0.5,7,90,180
23-060,126,3,645,5.119047619
23-060,625,5,5005,8.008
23-060,623,7,6700,10.75441413
23-074,17,1,390,22.94117647
23-074,20.2,3,810,40.0990099
23-074,16,5,360,22.5
23-075,6,1,180,30
23-075,1,3,90,90
23-075,22,5,1230,55.90909091
23-075,11,7,130,11.81818182
23-076,9,1,270,30
23-076,1.200000003,3,60,49.99999988
23-076,32.79999983,5,2020,61.58536617
23-076,14,7,150,10.71428571
23-077,4.800000012,3,315,65.62499984
23-077,12.20000005,5,840,68.85245875
23-077,17,7,240,14.11764706
23-078,3,1,90,30
23-078,11,3,330,30
23-078,14.00000024,5,1010,72.14285591
23-078,14,7,140,10
23-079,7,1,90,12.85714286
23-079,31,3,930,30
23-079,45,5,2805,62.33333333
23-079,40,7,405,10.125
23-080,30,3,945,31.5
23-080,30.00000012,5,2175,72.49999971
23-080,30,7,310,10.33333333
23-084,11,3,390,35.45454545
23-084,11,5,1650,150
23-085,137,1,4740,34.59854015
23-085,317.5000001,3,23745,74.78740156
23-085,52,5,1485,28.55769231
23-086,25,1,1050,42
23-086,43,3,4410,102.5581395
23-086,36,5,780,21.66666667
23-086,12,7,240,20
23-087,71.99999952,3,10170,141.2500009
23-087,52,5,2150,41.34615385
23-088,51.5,3,3525,68.44660194
23-088,61,5,3880,63.60655738
23-089,51,1,835,16.37254902
23-090,1,1,90,90
23-090,16.39999998,3,2430,148.1707319
23-090,3.599999905,5,270,75.00000199
23-091,46,3,1260,27.39130435
23-091,92,5,1680,18.26086957
23-093,17.5,1,1260,72
23-093,33.19999994,3,4230,127.4096388
23-093,12,5,480,40
23-093,23.99999988,7,2700,112.5000006
23-094,79.99999928,3,2185,27.31250024
23-094,80,5,3770,47.125
23-095,0,1,0,\N
23-095,73.89999977,3,4240,57.37483103
23-095,70,5,1790,25.57142857
23-095,22,7,210,9.545454545
23-128,33,1,1650,50
23-128,20,3,1620,81
28-002A,192,3,9945,51.796875
28-002A,189,5,4350,23.01587302
28-003,147,5,2430,16.53061224
28-003,192,7,1740,9.0625
28-003,122,9,2175,17.82786885
28-003,190.3000002,11,3395,17.84025222
28-003,195,13,1740,8.923076923
28-006,50,1,270,5.4
28-006,155,3,660,4.258064516
28-006,141,5,1200,8.510638298
28-006,192,7,510,2.65625
28-006,192,9,300,1.5625
28-006,192,11,885,4.609375
28-007A,169,5,1420,8.402366864
28-007A,219,7,1980,9.04109589
28-007A,219,9,2805,12.80821918
28-007A,162,11,1200,7.407407407
28-007A,240,13,750,3.125
28-007A,0,15,0,\N
28-016,61,1,825,13.52459016
28-016,157,3,1855,11.81528662
28-016,51,5,720,14.11764706
28-017A,12,3,1080,90
28-017A,12,5,180,15
30-001A,9,1,540,60
30-001A,9.500000104,3,2820,296.842102
30-001A,8.500000045,5,1350,158.8235286
30-001A,9.00000006,7,1905,211.6666653
30-002A,9.600000024,1,660,68.74999983
30-002A,9.00000006,3,2640,293.3333314
30-002A,8.999999978,5,1410,156.6666671
30-002A,8.400000036,7,1695,201.7857134
30-003,8.000000007,1,420,52.49999995
30-003,7.600000098,3,1995,262.4999966
30-003,7.950000048,5,885,111.320754
30-004,8.000000007,1,420,52.49999995
30-004,7.600000098,3,1995,262.4999966
30-004,7.950000048,5,885,111.320754
30-005A,6,1,450,75
30-005A,6.00000003,3,1620,269.9999987
30-006A,6,1,465,77.5
30-006A,6.000000007,3,1485,247.4999997
30-007,4,1,360,90
30-007,3.399999976,3,930,273.5294137
30-007,0.600000024,5,330,549.9999781
30-008,6,1,480,80
30-008,6.00000006,3,1560,259.9999974
30-009A,0,1,0,\N
30-009A,10.10000004,3,2505,248.019801
30-009A,7.999999944,5,4005,500.6250035
30-010A,6.000000015,3,1230,204.9999995
30-010A,7.999999974,5,4140,517.5000017
30-011A,2,1,660,330
30-011A,8.800000019,3,3000,340.9090902
30-011A,7.999999955,5,2070,258.7500014
30-012A,0.5,1,180,360
30-012A,7.200000018,3,2400,333.3333325
30-012A,7.99999997,5,1860,232.5000009
30-013,8.000000037,1,1560,194.9999991
30-013,8.300000116,3,4170,502.4096315
30-014,4.49999997,1,840,186.6666679
30-014,7.49999997,3,3690,492.000002
30-015,2.00000003,1,490,244.9999963
30-015,2.00000003,3,1170,584.9999913
30-015A,2,1,150,75
30-015A,2.900000013,3,2820,972.4137886
30-016,2.00000003,1,450,224.9999966
30-016,3.00000003,3,1560,519.9999948
30-016A,2,1,420,210
30-016A,4.00000003,3,3060,764.9999943
30-017A,7.250000045,1,1365,188.2758609
30-017A,8.199999999,3,7140,870.7317074
30-018A,8.000000045,1,1545,193.1249989
30-018A,9.999999989,3,7155,715.5000008
30-019,8.000000089,1,1740,217.4999976
30-019,4,3,1260,315
30-019A,9.200000048,1,2220,241.3043466
30-019A,2.800000064,3,840,299.9999931
30-020,2.600000024,1,630,242.3076901
30-020,1.400000006,3,600,428.5714267
30-020A,1,1,135,135
30-020A,1,3,540,540
30-021,4,1,600,150
30-021,4.000000075,3,2205,551.2499897
30-021A,2.000000015,1,360,179.9999987
30-021A,2.00000003,3,1095,547.4999918
30-022A,10.59999998,1,3270,308.4905666
30-022A,10.50000004,3,4950,471.4285694
30-023A,8.000000015,1,2130,266.2499995
30-023A,8.000000142,3,3900,487.4999914
30-024A,3,1,375,125
30-024A,4.000000037,3,1725,431.249996
30-025A,6.800000042,1,885,130.147058
30-025A,5.300000109,3,2190,413.2075387
30-030,7.000000089,1,1680,239.9999969
30-030,4.00000003,3,1005,251.2499981
30-030A,4,1,885,221.25
30-030A,2,3,510,255
30-031,6.100000009,1,750,122.9508195
30-031,8.300000072,3,1755,211.4457813
30-032,6.600000009,1,825,124.9999998
30-032,9.800000072,3,2070,211.2244883
30-033A,8.00000006,1,930,116.2499991
30-033A,8.000000089,3,3660,457.4999949
30-034A,6.00000006,1,660,109.9999989
30-034A,6.00000006,3,2850,474.9999953
30-035,6,1,210,35
30-035,6,3,735,122.5
30-035,5.99999997,5,2580,430.0000021
30-036,6,1,240,40
30-036,7.999999955,3,1080,135.0000008
30-036,7.999999978,5,3120,390.0000011
30-039,1,1,30,30
30-039,1.000000037,3,600,599.9999776
34-009A,9,1,420,46.66666667
34-009A,6,3,780,130
34-009A,8.5,5,330,38.82352941
34-009A,8,7,345,43.125
34-010A,6,3,720,120
34-010A,15,5,555,37
34-010A,15,7,525,35
34-011A,18,1,765,42.5
34-011A,17.99999976,3,2505,139.1666685
34-011A,18,5,600,33.33333333
34-011A,18,7,600,33.33333333
34-012A,15,1,840,56
34-012A,15.00000001,3,1980,131.9999999
34-012A,29,5,675,23.27586207
34-012A,29,7,675,23.27586207
34-013A,9,1,450,50
34-013A,9,3,1260,140
34-013A,9,5,345,38.33333333
34-013A,9,7,330,36.66666667
34-014A,17,1,885,52.05882353
34-014A,16,3,2410,150.625
34-014A,8,5,300,37.5
34-014A,15,7,780,52
34-015A,23,3,510,22.17391304
34-015A,43,5,1275,29.65116279
34-016A,18,3,780,43.33333333
34-016A,18.00000003,5,4770,264.9999996
34-016A,38,7,990,26.05263158
34-016A,18,9,450,25
34-019,5.00000006,3,540,107.9999987
34-019,5,5,810,162
34-019,4.950000048,7,300,60.60606002
34-020,5,1,270,54
34-020,19,3,750,39.47368421
34-020,24,5,1290,53.75
34-020,24,7,3855,160.625
34-021,15,3,840,56
34-021,15,5,2040,136
34-021,6,7,330,55
34-022,18,3,90,5
34-022,18,5,60,3.333333333
34-029,4.5,1,240,53.33333333
34-029,30,3,300,10
34-029,10.5,5,600,57.14285714
34-030,7,3,60,8.571428571
34-030,7,5,390,55.71428571
34-031,53,3,345,6.509433962
34-031,53,5,450,8.490566038
34-031,53,7,255,4.811320755
34-035,0,1,0,\N
34-035,8.250000119,3,1950,236.3636329
34-035,10,5,870,87
34-038,25.00000006,3,2230,89.19999979
34-038,25,5,1560,62.4
34-039,25,3,1940,77.6
34-039,24.00000012,5,1695,70.62499965
35-002,142,1,855,6.021126761
35-002,138,3,6530,47.31884058
35-002,134,5,4105,30.63432836
35-003,121,1,695,5.743801653
35-003,116,3,5550,47.84482759
35-003,114,5,3315,29.07894737
35-004,119,1,685,5.756302521
35-004,118,3,5570,47.20338983
35-004,114,5,3590,31.49122807
35-005,84,1,495,5.892857143
35-005,87,3,4020,46.20689655
35-005,79,5,2410,30.50632911
35-006,92,1,870,9.456521739
35-006,76,3,3520,46.31578947
35-006,84,5,2540,30.23809524
35-007,84,1,530,6.30952381
35-007,88,3,4215,47.89772727
35-007,80,5,2340,29.25
35-008,87,1,530,6.091954023
35-008,80,3,3800,47.5
35-008,88,5,2455,27.89772727
35-009,87,1,480,5.517241379
35-009,79.5,3,4490,56.47798742
35-009,85,5,2605,30.64705882
35-009,0,7,0,\N
35-010,85,1,510,6
