18-002A,02,60,0,60,15,60,20,60,10,60,,60,,60,,60,0
18-003A,03,60,0,60,10,60,20,60,8,60,,60,,60,,60,0
18-006A,01,60,0,60,12,60,20,60,,60,,60,,60,,60,0
18-007A,03,60,0,60,14,60,20,60,,60,,60,,60,,60,0
18-008A,01,60,0,60,5,60,10,60,,60,,60,,60,,60,0
18-009A,01,60,0,60,5,60,10,60,,60,,60,,60,,60,0
18-029A,01,60,4,60,1.2,60,,60,,60,,60,,60,,60,0
18-030A,01,60,5,60,,60,,60,,60,,60,,60,,60,0
18-031A,02,60,6,60,,60,,60,,60,,60,,60,,60,0
18-032A,01,60,4,60,2,60,,60,,60,,60,,60,,60,0
18-033A,,60,0,60,5,60,30,60,,60,,60,,60,,60,0
18-034A,,60,0,60,5,60,30,60,,60,,60,,60,,60,0
18-035A,,60,2,60,10,60,,60,,60,,60,,60,,60,0
18-036A,02,60,0,60,,60,,60,,60,,60,,60,,60,0
18-037A,02,60,0,60,,60,,60,,60,,60,,60,,60,0
18-038A,,60,0,60,22,60,70,60,,60,,60,,60,,60,0
18-039A,,60,0,60,22,60,70,60,,60,,60,,60,,60,0
18-040A,,60,0,60,22,60,70,60,,60,,60,,60,,60,0
18-041A,,60,0,60,22,60,70,60,,60,,60,,60,,60,0
18-042A,,60,0,60,30,60,45,60,,60,,60,,60,,60,0
18-043A,,60,0,60,30,60,45,60,,60,,60,,60,,60,0
18-044A,,60,0,60,30,60,70,60,75,60,,60,,60,,60,0
18-045A,,60,0,60,30,60,70,60,75,60,,60,,60,,60,0
18-046A,,60,0,60,30,60,50,60,50,60,,60,,60,,60,0
18-047A,,60,0,60,30,60,50,60,50,60,,60,,60,,60,0
18-048A,,60,0,60,30,60,60,60,,60,,60,,60,,60,0
18-049A,,60,0,60,30,60,60,60,,60,,60,,60,,60,0
18-050A,01,60,0,60,30,60,60,60,,60,,60,,60,,60,0
18-051A,01,60,0,60,30,60,60,60,,60,,60,,60,,60,0
18-052A,,60,0,60,,60,,60,,60,,60,,60,,60,0
18-053A,,60,0,60,,60,,60,,60,,60,,60,,60,0
18-054A,,60,0,60,,60,,60,,60,,60,,60,,60,0
18-055A,,60,0,60,,60,,60,,60,,60,,60,,60,0
18-056A,03,60,0,60,23,60,60,60,,60,,60,,60,,60,0
18-057A,02,60,0,60,23,60,60,60,,60,,60,,60,,60,0
18-058A,02,60,0,60,22,60,75,60,,60,,60,,60,,60,0
18-059A,02,60,0,60,22,60,75,60,,60,,60,,60,,60,0
18-060A,,60,0,60,45,60,80,60,,60,,60,,60,,60,0
18-061A,,60,6,60,50,60,60,60,,60,,60,,60,,60,0
18-062A,,60,0,60,60,60,,60,75,60,,60,,60,,60,0
18-063A,,60,0,60,60,60,,60,75,60,,60,,60,,60,0
18-064A,,60,0,60,55,60,60,60,,60,,60,,60,,60,0
18-065C,,60,0,60,,60,180,60,240,60,,60,,60,,60,0
18-066C,,60,0,60,,60,180,60,240,60,,60,,60,,60,0
18-067A,,60,0,60,130,60,45,60,,60,,60,,60,,60,0
18-068A,,60,0,60,130,60,45,60,,60,,60,,60,,60,0
18-069B,01,60,0,60,15,60,15,60,15,60,15,60,,60,,60,0
18-075A,03,60,10,60,12,60,,60,,60,,60,,60,,60,0
18-076A,03,60,0,60,8,60,12,60,,60,,60,,60,,60,0
18-077A,03,60,0,60,8,60,12,60,,60,,60,,60,,60,0
18-078A,03,60,10,60,5,60,,60,,60,,60,,60,,60,0
18-079A,,60,0,60,45,60,80,60,,60,,60,,60,,60,0
18-080B,,60,180,60,360,60,,60,,60,,60,,60,,60,0
18-081B,,60,180,60,360,60,,60,,60,,60,,60,,60,0
18-082A,02,60,5,60,11,60,11,60,,60,,60,,60,,60,0
18-083A,02,60,5,60,11,60,11,60,,60,,60,,60,,60,0
18-084A,04,60,10,60,10,60,,60,,60,,60,,60,,60,0
18-085A,03,60,10,60,10,60,,60,,60,,60,,60,,60,0
18-086B,04,60,0,60,16,60,24,60,,60,,60,,60,,60,0
18-087B,03,60,0,60,20,60,35,60,,60,,60,,60,,60,0
18-088A,02,60,0,60,3.3,60,4,60,7,60,,60,,60,,60,0
18-089B,02,60,0,60,10,60,11,60,8,60,,60,,60,,60,0
18-090A,01,60,8,60,4,60,,60,,60,,60,,60,,60,0
18-091A,02,60,8,60,5,60,,60,,60,,60,,60,,60,0
